Language,ProjectName,CommitHash,List_of_CI_impacted_files,Commit_Message
PHP,FriendsOfPHP/PHP-CS-Fixer,https://github.com/FriendsOfPHP/PHP-CS-Fixer/commit/38a349785d7325b49a9b5127b6d13c207be788dc,[.travis.yml],Travis - generate coverage report at 7.1 and clean up build matrix
PHP,FriendsOfPHP/PHP-CS-Fixer,https://github.com/FriendsOfPHP/PHP-CS-Fixer/commit/f569e0789ac50fa55eb5d5b00fb858e94e3fff7d,[.travis.yml],minor #2594 Travis - generate coverage report at 7.1 and clean up build matrix (keradus)  This PR was squashed before being merged into the 2.1 branch (closes #2594).  Discussion ----------  Travis - generate coverage report at 7.1 and clean up build matrix  ref https://bugs.php.net/bug.php?id=74137 :/  Commits -------  38a3497 Travis - generate coverage report at 7.1 and clean up build matrix
PHP,FriendsOfPHP/PHP-CS-Fixer,https://github.com/FriendsOfPHP/PHP-CS-Fixer/commit/d3ac7c18f29363528d16a0d05e6c042cbad26eb9,[.travis.yml],minor #4932 DX: Travis CI config - fix warnings and infos (kubawerlos)  This PR was squashed before being merged into the 2.15 branch (closes #4932).  Discussion ----------  DX: Travis CI config - fix warnings and infos  E.g https://travis-ci.org/github/FriendsOfPHP/PHP-CS-Fixer/jobs/676593896/config:  > Build config validation — 2 warnings  4 infos  After clicking there are details:  > Build config validation > `jobs.include.deploy`: deprecated key `skip_cleanup` (not supported in dpl v2  use cleanup) > `jobs.include.deploy`: deprecated key `skip_cleanup` (not supported in dpl v2  use cleanup) > `root`: missing `dist`  using the default `xenial` > `root`: missing `os`  using the default `linux` > `jobs.include.deploy`: key `api_key` is an alias for `token`  using `token` > `jobs.include.deploy`: key `api_key` is an alias for `token`  using `token`  Commits -------  d8d3dbeb DX: Travis CI config - fix warnings and infos
PHP,FriendsOfPHP/PHP-CS-Fixer,https://github.com/FriendsOfPHP/PHP-CS-Fixer/commit/74d4b30df027bf983687a73c104cd16b1dfd7de7,[.travis.yml],CI: skip_cleanup: true
PHP,FriendsOfPHP/PHP-CS-Fixer,https://github.com/FriendsOfPHP/PHP-CS-Fixer/commit/1023c3458137ab052f6ff1e09621a721bfdeca13,[.travis.yml],CI: skip_cleanup: true
PHP,FriendsOfPHP/PHP-CS-Fixer,https://github.com/FriendsOfPHP/PHP-CS-Fixer/commit/881f3d515ed5128d0431f509bbede91685300720,[.travis.yml],CI: skip_cleanup: true
PHP,FriendsOfPHP/PHP-CS-Fixer,https://github.com/FriendsOfPHP/PHP-CS-Fixer/commit/282eef3aab8131f59d2b2ae4385f50e23849ecbe,[.travis.yml],minor #5031 CI: skip_cleanup: true (keradus)  This PR was merged into the 2.15 branch.  Discussion ----------  CI: skip_cleanup: true  fix BC of Travis CI itself now  the deployment job is building phar file and cleaning it up  so there is nothing to deploy (i had to manually release it)  Commits -------  881f3d515 CI: skip_cleanup: true
PHP,FriendsOfSymfony/FOSElasticaBundle,https://github.com/FriendsOfSymfony/FOSElasticaBundle/commit/a640d6057fc1dbd61259790ed8b0d92026b1a2f9,[tests/Functional/app/ORM/config.yml],Cleanup previous PR
PHP,FriendsOfSymfony/FOSRestBundle,https://github.com/FriendsOfSymfony/FOSRestBundle/commit/9cd3fd0a18e76ed5d0626caeac885e84a43e8aa3,[Tests/Functional/app/AccessDeniedListener/config.yml;Tests/Functional/app/FlattenExceptionHandlerLegacyFormat/config.yml;Tests/Functional/app/FlattenExceptionHandlerRfc7807Format/config.yml;Tests/Functional/app/FlattenExceptionNormalizerLegacyFormat/config.yml;Tests/Functional/app/FlattenExceptionNormalizerLegacyFormatDebug/config.yml;Tests/Functional/app/FlattenExceptionNormalizerRfc7807Format/config.yml;Tests/Functional/app/FormErrorHandler/config.yml;Tests/Functional/app/FormErrorNormalizer/config.yml],clean up legacy config options
PHP,FriendsOfSymfony/FOSRestBundle,https://github.com/FriendsOfSymfony/FOSRestBundle/commit/67756dedcefa04b449f62ba3a23fade7f2f9ad2c,[Tests/Functional/app/AccessDeniedListener/config.yml;Tests/Functional/app/FlattenExceptionHandlerLegacyFormat/config.yml;Tests/Functional/app/FlattenExceptionHandlerRfc7807Format/config.yml;Tests/Functional/app/FlattenExceptionNormalizerLegacyFormat/config.yml;Tests/Functional/app/FlattenExceptionNormalizerLegacyFormatDebug/config.yml;Tests/Functional/app/FlattenExceptionNormalizerRfc7807Format/config.yml;Tests/Functional/app/FormErrorHandler/config.yml;Tests/Functional/app/FormErrorNormalizer/config.yml],minor #2185 clean up legacy config options (xabbuh)  This PR was merged into the 3.0-dev branch.  Discussion ----------  clean up legacy config options  Commits -------  9cd3fd0a clean up legacy config options
PHP,GetDKAN/dkan,https://github.com/GetDKAN/dkan/commit/e9642b1dd777f1e5f73d32bf9220426b27096683,[.circleci/config.yml],Bit of cleanup
PHP,Labs64/laravel-boilerplate,https://github.com/Labs64/laravel-boilerplate/commit/015120211049bb5eb76f01d6ab325453198d1c6d,[.travis.yml],- cleanup
PHP,MISP/MISP,https://github.com/MISP/MISP/commit/dfbc3e687832ccdf2aa5026135fcf5c2842c5131,[.travis.yml],cleanup travis and move to requirements.txt
PHP,MISP/MISP,https://github.com/MISP/MISP/commit/ec043b15f71b9eea7595608dfa2b984a4908a7fc,[.travis.yml],chg: [travis] Cleanup pymisp install
PHP,MISP/MISP,https://github.com/MISP/MISP/commit/02d53b114c8ca1e4090b4f4d2efa25bf8d536836,[.travis.yml],chg: cleanup python install on travis
PHP,Minds/minds,https://github.com/Minds/minds/commit/5b547fb195f3a5b336b4d47945cdd5d980aba3eb,[.gitlab-ci.yml],(chore): cleanup ci file  -subdomain=sgtpepper
PHP,PHPMailer/PHPMailer,https://github.com/PHPMailer/PHPMailer/commit/3e5a2004d7674ccf2f3ff790e9cd317a6e4dd1cf,[.travis.yml],Clean up
PHP,PHPMailer/PHPMailer,https://github.com/PHPMailer/PHPMailer/commit/d5e6f7d2b1b256866c7283300e2106b0afe07522,[.travis.yml],Clean up travis build stages
PHP,PHPMailer/PHPMailer,https://github.com/PHPMailer/PHPMailer/commit/7fde25ae3ed74a430b629a143bd2abf474716907,[.travis.yml],Clean up travis build stages
PHP,PHPMailer/PHPMailer,https://github.com/PHPMailer/PHPMailer/commit/1f96aef41eaa578a4d0ea786571c19dec9ecdaae,[.travis.yml],Clean up travis build stages
PHP,PHPMailer/PHPMailer,https://github.com/PHPMailer/PHPMailer/commit/ea49a5f03ae791c841a940e21ae9d23b41076def,[.travis.yml],Clean up travis build stages
PHP,PHPMailer/PHPMailer,https://github.com/PHPMailer/PHPMailer/commit/ca87a78b6fa666749a481a1d61f29e8e1c7f2e67,[.travis.yml],Clean up travis build stages
PHP,PHPOffice/PHPWord,https://github.com/PHPOffice/PHPWord/commit/858ab18919986b5c56ae9183062251c1c94b3d02,[.travis.yml],`.travis.yml` cleanup.
PHP,PHPOffice/PHPWord,https://github.com/PHPOffice/PHPWord/commit/1b56db21dcc353abd138246b46824184b2d7c358,[.travis.yml],`.travis.yml` cleanup.
PHP,PHPOffice/PHPWord,https://github.com/PHPOffice/PHPWord/commit/7a2125c7e9b18ee32faa6ca3338fcb7b46a1734b,[.travis.yml],`.travis.yml` cleanup.
PHP,PrestaShop/PrestaShop,https://github.com/PrestaShop/PrestaShop/commit/d3d39136e3a7e621ee6aff0168ffb51d8f8fb2ac,[.travis.yml],Implement the two servers develop & release + refactor combine script
PHP,RESTful-Drupal/restful,https://github.com/RESTful-Drupal/restful/commit/d99385cc859eb71332d64ff233db46cc8a98ae06,[.travis.yml],[CLEANUP] Restore Travis CI testing
PHP,RESTful-Drupal/restful,https://github.com/RESTful-Drupal/restful/commit/7e211368d31d73523ab3c17f7e0c6c48acc198bc,[.travis.yml],[CLEANUP] Deprecate PHP 5.4 since Plug depends on 5.5.9  The 5.4 version support was unrealistic since one of the dependencies already depens on PHP 5.5.9.
PHP,RSS-Bridge/rss-bridge,https://github.com/RSS-Bridge/rss-bridge/commit/77657a91541b4bff2d2d1b0f899a3df97b62ea10,[.travis.yml],[.travis.yml] Refactor script
PHP,Rudloff/alltube,https://github.com/Rudloff/alltube/commit/96530629be5673b60813181068965c364f440a86,[.travis.yml],style: Cleanup .travis.yml
PHP,SSilence/selfoss,https://github.com/SSilence/selfoss/commit/a3d2d3e5eb1814db19e63a6a9209a14b9ee8f372,[.travis.yml],ci: Skip cleanup for Bintray deploys  Bintray deploys suddenly stopped working sometime between March 5 and March 9  2018. Possibly  skip_cleanup was not implemented for Bintray deployer before that.
PHP,Smile-SA/elasticsuite,https://github.com/Smile-SA/elasticsuite/commit/85e59ffc8c811a19e53fbf17c1a5768dffa8575c,[.travis.yml],Refactoring travis jobs.
PHP,Sylius/Sylius-Standard,https://github.com/Sylius/Sylius-Standard/commit/48bf83c5fa5fdd1322125df3c4564d64ea601ee9,[.travis.yml],Remove container cleanup in test environment
PHP,Sylius/Sylius-Standard,https://github.com/Sylius/Sylius-Standard/commit/22dbc5b1d91621f2f11c9e5daaee12ef5a6264b4,[.travis.yml],refactor #315 Remove container cleanup in test environment (1.2) (Zales0123)  This PR was merged into the 1.2 branch.  Discussion ----------  changes incorporated from https://github.com/Sylius/Sylius/pull/10067  Commits -------  48bf83c5fa5fdd1322125df3c4564d64ea601ee9 Remove container cleanup in test environment
PHP,Sylius/Sylius,https://github.com/Sylius/Sylius/commit/62e31530c1125a72f2647dfea66f008c6ba74cfe,[src/Sylius/Bundle/OrderBundle/Resources/config/app/config.yml;src/Sylius/Bundle/PaymentBundle/Resources/config/app/config.yml;src/Sylius/Bundle/ShippingBundle/Resources/config/app/config.yml],[Core] State machine clean up
PHP,Sylius/Sylius,https://github.com/Sylius/Sylius/commit/2f6982cc90d375f32516d807540670dc6019bf7d,[.travis.yml],bug #10067 Add support for Symfony 4.2 (pamil)  This PR was merged into the 1.4-dev branch.  Discussion ----------  | Q               | A | --------------- | ----- | Branch?         | master (will be ported to lower versions later) | Bug fix?        | yes | New feature?    | no | BC breaks?      | no | Deprecations?   | no | Related tickets | solves #10015 | License         | MIT  <!--  - Bug fixes must be submitted against the 1.2 or 1.3 branch (the lowest possible)  - Features and deprecations must be submitted against the master branch  - Make sure that the correct base branch is set -->   Commits -------  fb2ba3dba91fb37b421d300759c233272afb91a5 Test against Symfony 4.2 on Travis ea427799c766c0a43eb0f30b9589855f5a2404ca Remove container cleanup in test environment
PHP,Sylius/Sylius,https://github.com/Sylius/Sylius/commit/4f0f488b9d9219ecbf2d9d1c9fb1dacb27336ee1,[.travis.yml],Remove container cleanup in test environment
PHP,Sylius/Sylius,https://github.com/Sylius/Sylius/commit/9998876d45315a2895cdaf439ac600443cd8935c,[.travis.yml],refactor #10086 Remove container cleanup in test environment (1.2) (Zales0123)  This PR was merged into the 1.2 branch.  Discussion ----------  | Q               | A | --------------- | ----- | Branch?         | 1.2 | Bug fix?        | no | New feature?    | no | BC breaks?      | no | Deprecations?   | no | Related tickets | changes incorporated from https://github.com/Sylius/Sylius/pull/10067 | License         | MIT   Commits -------  4f0f488b9d9219ecbf2d9d1c9fb1dacb27336ee1 Remove container cleanup in test environment
PHP,Sylius/Sylius,https://github.com/Sylius/Sylius/commit/4b2d4a8d3214ab865240d9341edb914eea6b25f0,[src/Sylius/Bundle/AdminApiBundle/Resources/config/app/config.yml],refactor #10247 Non consistent file names (AdamKasp)  This PR was merged into the 1.3 branch.  Discussion ----------  | Q               | A | --------------- | ----- | Branch?         | 1.3 | Bug fix?        | yes | New feature?    | no | BC breaks?      | maybe | Deprecations?   | no <!-- don't forget to update the UPGRADE-*.md file --> | License         | MIT  These two files were the plural  but rest is in a single form  it is inconsistent naming. I don't know if it isn't some BC break  Commits -------  050f423d2a4072e1929842dd70e500bf2459b151 Non consistent file names
PHP,Sylius/Sylius,https://github.com/Sylius/Sylius/commit/785d076109defd5816230a74b774638c9874755c,[src/Sylius/Bundle/AdminBundle/Resources/config/app/config.yml],refactor #11212 Use events fully for layout css and js (Prometee)  This PR was merged into the 1.8-dev branch.  Discussion ----------  | Q               | A | --------------- | ----- | Branch?         | 1.7 | Bug fix?        | no | New feature?    | no | BC breaks?      | no | Deprecations?   | no | Related tickets | none | License         | MIT   Commits -------  35d291f440ae1f1e1957fb0ad0b0dcf8c65fa39e Use events fully for layout css and js 72b7c32dec317e6df1c7f972fba08a0d1b77a9dc Right event and priority fix c0542d9c7b2ca94dbc9d4b3670fb58f888db6e14 Use legacy templates
PHP,TYPO3-Solr/ext-solr,https://github.com/TYPO3-Solr/ext-solr/commit/ba4b1913ce459ff561895ba491f8931fee383e72,[.travis.yml],* Create a symlink before upload to have the expected structure for determining the extesion key. * Use global upload script instead of composer dependency and do cleanup before upload
PHP,TYPO3-Solr/ext-solr,https://github.com/TYPO3-Solr/ext-solr/commit/f164db42c2ad287fff3efaa3fec09fac224ecde5,[.travis.yml],* Create a symlink before upload to have the expected structure for determining the extesion key. * Use global upload script instead of composer dependency and do cleanup before upload
PHP,TYPO3/TYPO3.CMS,https://github.com/TYPO3/TYPO3.CMS/commit/c4e292ffd7b562e5494955d671601097fd5c4961,[.travis.yml],[TASK] .travis.yml cleanup  ext:compatibility6 was removed from core a while ago  explicit deletion can be removed from .travis.yml  Change-Id: I7022b2e7a8790e0befcb8324e2c800bb22faf03a Resolves: #73358 Releases: master Reviewed-on: https://review.typo3.org/46614 Reviewed-by: Jan Helke <typo3@helke.de> Tested-by: Jan Helke <typo3@helke.de> Reviewed-by: Andreas Fernandez <typo3@scripting-base.de> Tested-by: Andreas Fernandez <typo3@scripting-base.de>
PHP,TYPO3/TYPO3.CMS,https://github.com/TYPO3/TYPO3.CMS/commit/c085b9606c20d062e3ce4db4e9b8bbe0d5da88ec,[.travis.yml],[TASK] Cleanup .travis.yml  * Remove some acceptance test setup left overs * Increase number of functional tests jobs again  sync with 7.6 setting  Change-Id: Ia894f19f89ccb027bdca0163a9e8bafc579ab6e3 Resolves: #78503 Releases: master Reviewed-on: https://review.typo3.org/50442 Tested-by: TYPO3com <no-reply@typo3.com> Reviewed-by: Daniel Lorenz <daniel.lorenz@extco.de> Reviewed-by: Andreas Fernandez <typo3@scripting-base.de> Tested-by: Andreas Fernandez <typo3@scripting-base.de>
PHP,TechnicPack/TechnicSolder,https://github.com/TechnicPack/TechnicSolder/commit/8bb109b27492d0565e8ef8fbe05f82fc5928c754,[.travis.yml],More cleanup of testing and dependencies
PHP,UnionOfRAD/lithium,https://github.com/UnionOfRAD/lithium/commit/61745379f723f47044d34e153099d54cfed34929,[.travis.yml],Test for PHP 7.1 support  refactor test matrix.
PHP,UnionOfRAD/lithium,https://github.com/UnionOfRAD/lithium/commit/230bcf2d7ef9900e65bf3af33fdeb5c905c0ffef,[.travis.yml],Test for PHP 7.1 support  refactor test matrix.
PHP,Vinelab/NeoEloquent,https://github.com/Vinelab/NeoEloquent/commit/677e72328a4e9abeeca2f597d0e5327c1975689b,[.travis.yml],1.4 tests completely green (#191)  * Tests are working in Travis  * Use Neo4J from apt  * Force yes and comment notifications to vinelab slack  * Remove mysterious init.d neo4j  * Update .travis.yml  * Restore notifications and clean up the mess
PHP,WP-API/WP-API,https://github.com/WP-API/WP-API/commit/70ba514647ee8c05b7464863114e062df9d3991a,[.travis.yml],Travis: Clean up Node  NPM  Grunt install
PHP,WPO-Foundation/webpagetest,https://github.com/WPO-Foundation/webpagetest/commit/ee6241274ab01df4759726289e27a4f33a377329,[.travis.yml],Minor Docker-in-Travis cleanup
PHP,Wikia/app,https://github.com/Wikia/app/commit/04c71251cc7be779fe4ee86dd8f2b18be0d8d79d,[.travis.yml],IRIS-4451 - more cleanup
PHP,Yoast/wordpress-seo,https://github.com/Yoast/wordpress-seo/commit/fd9f51aa27d97a190c5f3e95cea726de9f5910fe,[.travis.yml],Skip cleanup to actually access the zip file
PHP,Yoast/wordpress-seo,https://github.com/Yoast/wordpress-seo/commit/5ebab15243c4d1c53b1d0062559bd999540de9af,[.travis.yml],Refactor .travis.yml to prefix dependencies on all builds except PHP 5.2
PHP,Yoast/wordpress-seo,https://github.com/Yoast/wordpress-seo/commit/4d17fc7d656f27e3d2a78d5062e3fe5528e732cd,[.travis.yml],Clean up installation routine
PHP,Zizaco/entrust,https://github.com/Zizaco/entrust/commit/dd75aa0464ea2e49263f7ec91596022b828a9a4f,[.travis.yml],travis: PHP 7.0 nightly added + cleanup  `--dev` is by default for couple of months
PHP,ZoneMinder/zoneminder,https://github.com/ZoneMinder/zoneminder/commit/0648fbf0cae002c533576985c735095b7e955af7,[.travis.yml],clean up the zmrepo key stuff
PHP,abantecart/abantecart-src,https://github.com/abantecart/abantecart-src/commit/1c8c6873dc377bf6ad084cde5b7dc8f7c0aa5038,[.travis.yml],Install: added cli_install.php + refactoring related
PHP,abantecart/abantecart-src,https://github.com/abantecart/abantecart-src/commit/b08e04be0a400ee2c55cbbe71023b6976fd502a5,[.travis.yml],Install: added cli_install.php + refactoring related
PHP,acquia/blt,https://github.com/acquia/blt/commit/9a5b88368e06d068854735e1653147ecd3421f0c,[.travis.yml],Clean up .travis.yml. (#3459)
PHP,acquia/blt,https://github.com/acquia/blt/commit/32c514cc8cd216549f4b82e4ffbccdce6208df88,[scripts/drupal-vm/config.yml;scripts/travis/.travis.yml],Upgrade DrupalVM to 5  default PHP to 7.2  clean up DrupalVM config. (#3539)
PHP,acquia/blt,https://github.com/acquia/blt/commit/4299b39e329713f814c383163e5ae0413e6bce46,[.travis.yml],Clean up .travis.yml. (#3459)
PHP,afragen/github-updater,https://github.com/afragen/github-updater/commit/220dce6a743666e68b1b61959371bd2009b925e6,[.travis.yml],playing with travis   more play   more play   more play   find path   path   path   path   path   path   cleanup   final cleanup   spacing   test nightly
PHP,afragen/github-updater,https://github.com/afragen/github-updater/commit/3f2131c7a96f0705ddc2a555c487a277c0ae58e6,[.travis.yml],update travis.yml   add phpunit   oops   hmm   version??   🤞   ++   try a case statement   777777777   no 8.0   cleanup   need if fi for nightly   mo test   220 221 whatever it takes   less is more   ?space   hmm   default is most current   --no-dev on deploy
PHP,afragen/github-updater,https://github.com/afragen/github-updater/commit/d07ce24dc1eced85cfd89bc80a9fd97b50971df0,[.travis.yml],seems to fail lately on PHP 7.4   make default phpunit:^7   add PHP8 to test  allow to fail   php8?   testing   drtyvubi   tyu   aerhfg   qewrgfhmn   jhgf   dfghjn   'kjhg   iy   finally   php8   no 8   default to phpunit 7.x   Revert "default to phpunit 7.x"  This reverts commit d19236a2456d4c43266bf9cf897416958bcfeb91.  where are they   cleanup
PHP,akeneo/pim-community-dev,https://github.com/akeneo/pim-community-dev/commit/5d814342a498565929867d07eaae8376d99110d2,[app/config/config.yml],clean up config
PHP,akeneo/pim-community-dev,https://github.com/akeneo/pim-community-dev/commit/2f71b928524bafd1c7ca566fbbcb05f27a0e236a,[app/config/config.yml],PIM-1394 : Clean up config file
PHP,amphp/amp,https://github.com/amphp/amp/commit/11eb0327bf2384f7be3996fbaefabcf498aa9d3d,[.travis.yml],Cleanup travis build
PHP,ampproject/amp-wp,https://github.com/ampproject/amp-wp/commit/d9e55355c723fd3640b0c716ba9b99d3ee44faff,[.travis.yml],Use travis_retry on PHPUnit for external-http tests (#4298)  * Use travis_retry on PHPUnit for external-http tests  * Add travis_retry to second external-http suite as well  * Refactor travis external-http setup
PHP,ampproject/amp-wp,https://github.com/ampproject/amp-wp/commit/ec532ee9e2859b1f40fda31c5922c7d941c52998,[.travis.yml],Use travis_retry on PHPUnit for external-http tests (#4298)  * Use travis_retry on PHPUnit for external-http tests  * Add travis_retry to second external-http suite as well  * Refactor travis external-http setup
PHP,andres-montanez/Magallanes,https://github.com/andres-montanez/Magallanes/commit/13658f27929cd89cc27a8f8a0db2a0fd1636a130,[docs/example-config.yml],Cleanup
PHP,artesaos/seotools,https://github.com/artesaos/seotools/commit/5f32aec165c056eed22f7f6c2587656fe61de664,[.travis.yml],travis: PHP 7.0 nightly added + cleanup  - no need to update composer (possible incompatibility with local or other projects run by Travis) -  `--dev` option is on by default for couple of months
PHP,atoum/atoum,https://github.com/atoum/atoum/commit/b39a65d244ec370d08f715f182418d02ead1d8fc,[.travis.yml],cleanup and retest
PHP,auth0/auth0-PHP,https://github.com/auth0/auth0-PHP/commit/fe225dcc9ae4c38e3bf2aa5432c726ebc5d63cb5,[.travis.yml],Clean up travis.yml and make sure we test with the lowest version
PHP,aws/aws-sdk-php,https://github.com/aws/aws-sdk-php/commit/fab2c5e38393321f72ff93a56e72f636a2c5ed35,[.travis.yml],Add php 8.0 to travis ci (#2124)  * Add php 8.0 to travis ci  * Tweak version string  * Tweak version string 2  * Tweak version string 3  * Tweak version string 4  * Tweak version string 5  * Refactor travis to use multiple dist sources  * Refactor travis matrix  * Travis tweak  * Travis tweaks 2  * Refactor version check for phpunit 5  * Add tweak for phpunit platform req  * Tweak ignore platform reqs
PHP,barbushin/php-imap,https://github.com/barbushin/php-imap/commit/9c3678e980c3728a031fc8ddb6889caae0f44fe7,[.travis.yml],clean up travis config
PHP,beberlei/assert,https://github.com/beberlei/assert/commit/dbf9cc813eeb533b9faa2195a185e8abd60b0419,[.travis.yml],Speed up builds. (#156)  * Speed up builds  * Refactor build configuration  - Adds PHP 7.1 - Coding standard compliance lint and check for generated docs is only done once - Reduces Git clone depth
PHP,benjaminkott/bootstrap_package,https://github.com/benjaminkott/bootstrap_package/commit/7897a86ec2387af3c1b698248a8b5f40c44f1457,[.travis.yml],[CLEANUP] Remove TYPO3 6.2 and PHP5.3 and PHP5.4 from Travis CI
PHP,bolt/bolt,https://github.com/bolt/bolt/commit/0a4149d8a411bd77348c8916dda36f6c5d55255a,[app/config/config.yml.dist],Refactored so locale config setting accepts an array  Refactored so the existing locale config setting accepts an array. If used  the first locale is used in $app['locale']  with the additional locales only used for set_locale
PHP,bolt/bolt,https://github.com/bolt/bolt/commit/461533c54c7561aef43a94dd99423c305d5240bb,[.travis.yml],[Travis] Clean up outdated cruft
PHP,bosnadev/repository,https://github.com/bosnadev/repository/commit/714d6c5aa98f8b33c03ba7fcea48fd001f8bab70,[.travis.yml],travis: cleanup
PHP,botman/botman,https://github.com/botman/botman/commit/0773cec8a072a90b953b18a7ce69010e75724d36,[.travis.yml],Added Redis Authentication to RedisCache (#438)  * Added Redis Authentication to RedisCache  * Added secure redis-server to travis.yml  * Added Authentication tests on RedisCacheTest.php  * Added missing cleanup after tests for RedisCache
PHP,briannesbitt/Carbon,https://github.com/briannesbitt/Carbon/commit/66e2f2f4ee351ab9cf7dcec5bf5b667bb055d13e,[.travis.yml],Cleanup .travis.yml for phpstan
PHP,cakephp/cakephp,https://github.com/cakephp/cakephp/commit/f619a37f4701be7b4d23c4fa600aa9e1c5dd1adf,[.travis.yml],droped commented hhmv mentions  refactored before script events
PHP,cakephp/cakephp,https://github.com/cakephp/cakephp/commit/ff91f9404f6f38ff66f61a3c99028326a94138cd,[appveyor.yml],Clean up unused appveyor.yml settings
PHP,cakephp/phinx,https://github.com/cakephp/phinx/commit/2275543a828d45923842d05d88eb84582ce7e565,[appveyor.yml],cleanup config
PHP,cakephp/phinx,https://github.com/cakephp/phinx/commit/873ce1eb22196bb94542cbad62e927c6ef6c6526,[appveyor.yml],cleanup appveyor.yml
PHP,cakephp/phinx,https://github.com/cakephp/phinx/commit/bb39e68479d0ade23a5f0b4c153fc6ff5162e489,[.travis.yml],Bring hhvm back into the fold  Not using the --prefer-lowest. Not using PHPUnit v3.x hhvm is no longer allowed to fail  Fix MysqlAdapterUnitTest ...    Test\Phinx\Db\Adapter\MysqlAdapterUnitTest::testCreateTableAdvanced   Trying to configure method "onDelete" which cannot be configured because it does not exist  has not been specified  is final  or is static    Test\Phinx\Db\Adapter\MysqlAdapterUnitTest::testAddForeignKeyBasic   Trying to configure method "onDelete" which cannot be configured because it does not exist  has not been specified  is final  or is static  @todo Upgrade to use PHPUnit 5 and refactor unit tests to remove...    PHPUnit_Framework_TestCase::getMock() is deprecated  use PHPUnit_Framework_TestCase::createMock() or PHPUnit_Framework_TestCase::getMockBuilder() instead
PHP,consolidation/Robo,https://github.com/consolidation/Robo/commit/6e3c51871ff71cbe81010c4516e078c3237aa93c,[.travis.yml],We probably need the skip-cleanup directive  as the documentation says.
PHP,cweagans/composer-patches,https://github.com/cweagans/composer-patches/commit/98326036089d47f4579726d0fa2f0b17d59821c0,[.travis.yml],Clean up build matrix a bit
PHP,cytopia/devilbox,https://github.com/cytopia/devilbox/commit/34652dc563b9f5f246426cd9e6c92dba61a356cc,[.travis.yml],Restructure travis file
PHP,cytopia/devilbox,https://github.com/cytopia/devilbox/commit/92dcc0cec698a72d7cffe1b2863bd62523edfe97,[.travis.yml],Clean up travis file
PHP,cytopia/devilbox,https://github.com/cytopia/devilbox/commit/a06e7d5ea1bba84389b394562af8ec616a2860f8,[.travis.yml],Clean up travis-ci file
PHP,dingo/api,https://github.com/dingo/api/commit/2269526f745e69b49cd96ec1bb79ec5fbb9ebd99,[.travis.yml],fix: Call the correct session setter in Laravel 5.4 (#1412)  * Call the correct session setter in Laravel 5.4  The http session is refactored in Laravel 5.4. The session handlers no longer implements Symfony's SessionInterface. Check links as below  https://github.com/laravel/framework/pull/17064 https://laravel.com/docs/5.4/upgrade  * "dist: trusty" for HHVM
PHP,doctrine/DoctrineBundle,https://github.com/doctrine/DoctrineBundle/commit/0e2e8c446d3d4c222126fcbfa322cdd4a0f17ff5,[.travis.yml],Clean up environment variables in build pipeline
PHP,doctrine/DoctrineBundle,https://github.com/doctrine/DoctrineBundle/commit/4f741c244bb0058c93c9260997c7f7fda3e725df,[.travis.yml],Clean up Symfony version builds
PHP,doctrine/DoctrineMongoDBBundle,https://github.com/doctrine/DoctrineMongoDBBundle/commit/35b27531fb1c739fefd88f3aa5b2d9bccc087f53,[.travis.yml],Enable Travis CI and refactor test bootstrap  Conflicts:          Tests/bootstrap.php
PHP,doctrine/DoctrineMongoDBBundle,https://github.com/doctrine/DoctrineMongoDBBundle/commit/cac7e11f5cf91c072593beadd354ec242129ad8c,[.travis.yml],Enable Travis CI and refactor test bootstrap
PHP,doctrine/DoctrineORMModule,https://github.com/doctrine/DoctrineORMModule/commit/70c3aa79fd56d630913c8534b35b44160303d4d6,[.travis.yml],travis: PHP 5.6  7.0 nightly added  5.3 dropped  To be compatible with composer: https://github.com/doctrine/DoctrineORMModule/blob/51c64bfc5a87148379a03139e0c986c09c81d6af/composer.json#L36  Bash syntax cleanup
PHP,drush-ops/drush,https://github.com/drush-ops/drush/commit/9289b76672365abf426d611c9d0f556fee7b3963,[.travis.yml],Add skip_cleanup and remove old S3 deployments.
PHP,dustin10/VichUploaderBundle,https://github.com/dustin10/VichUploaderBundle/commit/0ccf4d47268974b1420ff3cc856cc250c886ec73,[.travis.yml],cleanup code
PHP,engelsystem/engelsystem,https://github.com/engelsystem/engelsystem/commit/12a4f0f44958a4a321e5314e3f6248de1139b6d0,[.gitlab-ci.yml],Refactored .gitlab-ci.yml  added deploy to production
PHP,engelsystem/engelsystem,https://github.com/engelsystem/engelsystem/commit/90b5c7bd2a387eaa0a416e2894e2d5b393fc97f4,[.gitlab-ci.yml],CI: Cleanup
PHP,ezSQL/ezsql,https://github.com/ezSQL/ezsql/commit/474fb185ef74ed67b63c627a2d5b53768c7b9eaf,[.travis.yml;appveyor.yml],pause remote builds  begin refactor for PSR-11
