ID,RepoName,CommitId,Redable,CommitMessage
1974,yarnpkg/yarn,0ee1c55fd55f3863a7544e40a774162764d29536,1,Update: use fs.copyFile when available (#4486)  **Summary**  Fixes #4331. Supersedes #3290. Uses the newly added `fs.copyFile` on Node 8.5 hen available and falls back to the old buffer based method otherwise. This patch also refactors the file copy code a bit making it more efficient. Here are the durations on my computer with [this package.json](https://github.com/sciolist/fcopy/blob/c0ded8b82bbaa3f4cdb0a67e951eb3f8b0f97fb7/perf/project/alottafiles/package.json):  | master | w/o copyFile | w/ copyFile | | - | - | - | | ~23s | ~19s | ~14s |  This is with `yarn.lock` in place and w/o `node_modules`.  **Test plan**  CI should pass.
1975,yarnpkg/yarn,0e16ee9a3edf0bf9381458eba6ac9f12047f51d2,0, 
1990,Automattic/jetpack,f1b0f406daccee1121ee957c3ffd83599365da94,1,Code coverage: Fix coverage reports (#14260)  * Use real path instead of symlinked  https://github.com/codeclimate/test-reporter/issues/375#issuecomment-438828920  * clean up
1991,Automattic/jetpack,3a0fb0bb0e2285d0ee62ade24a714d04715ac365,0, 
2000,ChenSee/ss-panel-v3-mod_Uim-alipay-wxpay,52491ed9ddd9ff1254db56d14273ffbe16c40fbe,1,Refactor/CI: fix permission issue
2001,ChenSee/ss-panel-v3-mod_Uim-alipay-wxpay,c8c75c259238482e284d2cc7b351f444197f37b2,0, 
2004,Codeception/Codeception,971f02f6c984c8a69c9f0b045fc6d120a45e16d0,1,fixed test for Db module - cleanup happens after test execution
2005,Codeception/Codeception,f6f62efa52673005dad3992b5a2f3b38a6a7c88b,0, 
2020,FriendsOfPHP/PHP-CS-Fixer,d3ac7c18f29363528d16a0d05e6c042cbad26eb9,1,minor #4932 DX: Travis CI config - fix warnings and infos (kubawerlos)  This PR was squashed before being merged into the 2.15 branch (closes #4932).  Discussion ----------  DX: Travis CI config - fix warnings and infos  E.g https://travis-ci.org/github/FriendsOfPHP/PHP-CS-Fixer/jobs/676593896/config:  > Build config validation — 2 warnings  4 infos  After clicking there are details:  > Build config validation > `jobs.include.deploy`: deprecated key `skip_cleanup` (not supported in dpl v2  use cleanup) > `jobs.include.deploy`: deprecated key `skip_cleanup` (not supported in dpl v2  use cleanup) > `root`: missing `dist`  using the default `xenial` > `root`: missing `os`  using the default `linux` > `jobs.include.deploy`: key `api_key` is an alias for `token`  using `token` > `jobs.include.deploy`: key `api_key` is an alias for `token`  using `token`  Commits -------  d8d3dbeb DX: Travis CI config - fix warnings and infos
2021,FriendsOfPHP/PHP-CS-Fixer,d945442f3d6f1ab62c3b830f69cc043bafd98fca,0, 
2028,FriendsOfPHP/PHP-CS-Fixer,282eef3aab8131f59d2b2ae4385f50e23849ecbe,1,minor #5031 CI: skip_cleanup: true (keradus)  This PR was merged into the 2.15 branch.  Discussion ----------  CI: skip_cleanup: true  fix BC of Travis CI itself now  the deployment job is building phar file and cleaning it up  so there is nothing to deploy (i had to manually release it)  Commits -------  881f3d515 CI: skip_cleanup: true
2029,FriendsOfPHP/PHP-CS-Fixer,d07988b7d99831dbc9ec80fc76de273548019c76,0, 
2074,Sylius/Sylius,2f6982cc90d375f32516d807540670dc6019bf7d,1,bug #10067 Add support for Symfony 4.2 (pamil)  This PR was merged into the 1.4-dev branch.  Discussion ----------  | Q               | A | --------------- | ----- | Branch?         | master (will be ported to lower versions later) | Bug fix?        | yes | New feature?    | no | BC breaks?      | no | Deprecations?   | no | Related tickets | solves #10015 | License         | MIT  <!--  - Bug fixes must be submitted against the 1.2 or 1.3 branch (the lowest possible)  - Features and deprecations must be submitted against the master branch  - Make sure that the correct base branch is set -->   Commits -------  fb2ba3dba91fb37b421d300759c233272afb91a5 Test against Symfony 4.2 on Travis ea427799c766c0a43eb0f30b9589855f5a2404ca Remove container cleanup in test environment
2075,Sylius/Sylius,376ac4aa01d14da404c0481c6219471bd387fd9a,0, 
2078,Sylius/Sylius,9998876d45315a2895cdaf439ac600443cd8935c,1,refactor #10086 Remove container cleanup in test environment (1.2) (Zales0123)  This PR was merged into the 1.2 branch.  Discussion ----------  | Q               | A | --------------- | ----- | Branch?         | 1.2 | Bug fix?        | no | New feature?    | no | BC breaks?      | no | Deprecations?   | no | Related tickets | changes incorporated from https://github.com/Sylius/Sylius/pull/10067 | License         | MIT   Commits -------  4f0f488b9d9219ecbf2d9d1c9fb1dacb27336ee1 Remove container cleanup in test environment
2079,Sylius/Sylius,2401264739b6e89904133d3bfbfc431100fcd6a7,0, 
2104,Yoast/wordpress-seo,5ebab15243c4d1c53b1d0062559bd999540de9af,1,Refactor .travis.yml to prefix dependencies on all builds except PHP 5.2
2105,Yoast/wordpress-seo,37dfff92d4cb742c0ece59ab45008bcfc141aba5,0, 
2158,cakephp/phinx,bb39e68479d0ade23a5f0b4c153fc6ff5162e489,1,"Bring hhvm back into the fold  Not using the --prefer-lowest. Not using PHPUnit v3.x hhvm is no longer allowed to fail  Fix MysqlAdapterUnitTest ...    Test\Phinx\Db\Adapter\MysqlAdapterUnitTest::testCreateTableAdvanced   Trying to configure method ""onDelete"" which cannot be configured because it does not exist  has not been specified  is final  or is static    Test\Phinx\Db\Adapter\MysqlAdapterUnitTest::testAddForeignKeyBasic   Trying to configure method ""onDelete"" which cannot be configured because it does not exist  has not been specified  is final  or is static  @todo Upgrade to use PHPUnit 5 and refactor unit tests to remove...    PHPUnit_Framework_TestCase::getMock() is deprecated  use PHPUnit_Framework_TestCase::createMock() or PHPUnit_Framework_TestCase::getMockBuilder() instead"
2159,cakephp/phinx,a79b374e1404f7be01fe875cb8b1d2352f74cb09,0, 
2170,dingo/api,2269526f745e69b49cd96ec1bb79ec5fbb9ebd99,1,"fix: Call the correct session setter in Laravel 5.4 (#1412)  * Call the correct session setter in Laravel 5.4  The http session is refactored in Laravel 5.4. The session handlers no longer implements Symfony's SessionInterface. Check links as below  https://github.com/laravel/framework/pull/17064 https://laravel.com/docs/5.4/upgrade  * ""dist: trusty"" for HHVM"
2171,dingo/api,e5f3af3a7e45b5ab826e642526f310aa192bf1cb,0, 
2194,firefly-iii/firefly-iii,e6cfe040b51adee1289da56505c03dd81ca476ac,1,Clean up some javascript  small fix for the test reporter
2195,firefly-iii/firefly-iii,94e2f9b6dce23ab8cf34e5f429ba07f5c5ae454a,0, 
2200,fossology/fossology,88f6de2e8ce47f736df1bd8de9095a968cf8015e,1,fix(travis): Fix page deploy stage  The skip_cleanup was set to true  so new cleanup should set to false. Also  since we have not opted in for dplv2  it is wise to keep skip_cleanup.  Signed-off-by: Gaurav Mishra <mishra.gaurav@siemens.com>
2201,fossology/fossology,0495687527b4142d344f8871d176a694d5b2a19a,0, 
2206,hautelook/AliceBundle,6ec4fde1c7b4c587fa2efae8ba2ab97e0158b1a5,1,Fix lowest deps (#236)  - use workaround function for using composer without xdebug - fix the check done to decide if the ocular phar should be downloaded or not - fixed required PHP versions - fix the lower dependency - cleanup composer.json
2208,humhub/humhub,e2002ab4aacb6ac47dbba9b4c47fc7c83230100c,1,:construction_worker: Cleanup travis.yml
2226,kanboard/kanboard,a40f3e7a3072ae5509f464e8997b62e27c3e404e,1,Fix travis config after refactoring
2227,kanboard/kanboard,6491cb513ee840166612a951d1f492fd770df87d,0, 
2242,mailgun/mailgun-php,8c2ffbfd3f993d0c8623679af53f9e57dc99cd4b,1,Improve Travis build (#231)  * Improve Travis build  * Added more shields  * bugfiz  * minor  * bash fix  * Update min version  * Remove test code  * Refactor
2243,mailgun/mailgun-php,21c95412c6c18286f18bf6d7fc63298272ea46e2,0, 
2290,parse-community/parse-php-sdk,35714904140439732a684d9e7ec9df016bdda05d,1,Travis CI Cache Cleanup Fix (#339)  * Shutdowns the server and clears internal pid file in 'after_script'  * Moved server cleanup into 'script'  as it appears cache uploading occurs before 'after_script'
2291,parse-community/parse-php-sdk,f219bfa89af61f5d2c0a115174669402240e42ca,0, 
2294,phalcon/cphalcon,d2185b2799365d72ac9d5c0006b8003667e45686,1,"T13007 nativearray missing patch (#13748)  * [4.0.x] - PHPCS fix  * [4.0.x] -  * Revert ""[4.0.x] -""  This reverts commit a82810440ad87585a07c545f1fbe42c73766926b.  * Revert ""Revert ""[4.0.x] -""""  This reverts commit a438074678371dd051a45553d870f46016087c80.  * [4.0.x] - Code cleanup  * [4.0.x] - Added match to travis for issue branches  * [#13007] - Corrected implementation of not found and added test  * [#13007] - Corrected errors and exception"
2295,phalcon/cphalcon,51bef6d02ac5a43daf9b364caee51ef425fb6508,0, 
2304,phalcon/incubator,ac3d8c1abe92b56899a6b72c5f902ac25af616ab,1,Fixed tests (#741)  * Small cleanup  * Be verbose on tests  * Cleaned Beanstalk ExtendedTest
2305,phalcon/incubator,442879abe50197e599361d392e03553d9d627f1d,0, 
2306,phalcon/incubator,03aaa4df18de241c33d23ec3c53bc3e7fa510189,1,Fixed tests (#741)  * Small cleanup  * Be verbose on tests  * Cleaned Beanstalk ExtendedTest
2307,phalcon/incubator,6d36f41173c49df87e628c9da01aeb1663ef185c,0, 
2324,php-pm/php-pm,1ae68b2db22b5f2acfd0e2b30fa54bdfb5c9a216,1,Minor code cleanup (#353)  * Use phpstan level 4 * Fix $errorLogger's types * Fix $phpCgiExecutable's default value
2325,php-pm/php-pm,795c05b040cbadd6e4726234a694904d078045d2,0, 
2370,silverstripe/silverstripe-cms,fc2219dc72b180e82d6df41f3a4c0e830f811094,1,.travis.yml code cleanup Fixed indentation Move coverage build to script Update travis node version to 6 Update npm to use yarn for CI
2371,silverstripe/silverstripe-cms,1efb325b4d96dfc1b2555798ec132f9dadbd005a,0, 
2404,symfony/symfony,38a92c825fb211746c308fc55243f60dc66f2c7d,1,minor #16443 [travis] session.gc_probability=0 to fix transient tests on hhvm (nicolas-grekas)  This PR was merged into the 2.3 branch.  Discussion ----------  [travis] session.gc_probability=0 to fix transient tests on hhvm  | Q             | A | ------------- | --- | Bug fix?      | no | New feature?  | no | BC breaks?    | no | Deprecations? | no | Tests pass?   | yes | Fixed tickets | #15617 | License       | MIT | Doc PR        | -  Should fix tests failing with: `ps_files_cleanup_dir: opendir(/var/lib/hhvm/sessions) failed: Permission denied (13)`  Commits -------  b4dd254 [travis] session.gc_probability=0 to fix transient tests on hhvm
2405,symfony/symfony,27f7be6322325789116ae64dfa7164ae9d6f71e4,0, 
2410,symfony/symfony,d0428bae0a15dde3fa6f97939c0e5206097cf41f,1,minor #37528 clean up HHVM instructions (xabbuh)  This PR was merged into the 3.4 branch.  Discussion ----------  clean up HHVM instructions  | Q             | A | ------------- | --- | Branch?       | 3.4 | Bug fix?      | no | New feature?  | no | Deprecations? | no | Tickets       | | License       | MIT | Doc PR        |  Commits -------  81a4baf4ba clean up HHVM instructions
2411,symfony/symfony,3db0684037693e07cec361dd773efc8b43dbcae3,0, 
2414,the-benchmarker/web-frameworks,51a399bc6e41e62f08e83d2e5d18369b884728c3,1,Framework isolation (#1410)  * chore(config): Split framewrok list  * chore(config): Split framewrok list  * feat(config): Add command line tool to create config  * doc(config): Create configuration before build  * chore(config): Create command line tool for CI config  * chore(git): Avoid versioning generated files  * chore(ci): Create travis config template  * refactor(config): Simplify CI config build  * chore(config): Add a CLI tool to create neph config  * chore(git): Avoid versioning neph config  * refactor(config): Use yaml instead of yml  * fix(ci): Ensure dependencies are installed before compilation step  * chore(files): Re-locate ci template in specific folder  * refactor(config): Use yaml instead of yml  * fix(config): Avoid versioning dynamicaly created files  * feat(config): Add php frameworks config files  * feat(config): Add nim frameworks config files  * feat(config): Add crystal frameworks config files  * chore(results): Update fastapi  * chore(results): Update node  * doc(contrib): List tasks todo before any PR  * chore(resutls): Update onyx  * feat(ruby): Complete cuba test suite  * feat(config): Create task to generate dependabot config  * fix(config): Remove unused mapping  * fix(config): Restore CI config  * chore(ci): Build neph file before test
2415,the-benchmarker/web-frameworks,57c7c19a4e3dd9540def83813f1d1e7658d0b7ca,0, 
2416,the-benchmarker/web-frameworks,5d65aea9ab531385a61d866cd7cd16b920e7aeb5,1,[Javascript] add sifrr (#1595)  * feat: add sifrr-server  * chore: add to travis ci  * chore: add dependabot config  * chore: remove added spaces  * chore: lint  * chore: remove semicolons  * chore: change version to float  * chore: rename to sifrr  update to 0.0.6  * chore: add peer dep  * chore: add peer dep graphql  * chore: reset src benchmarker  * chore: version  * chore: remove version constraint on graphql  * chore: remove https  * chore: unignore node_modules  * [PHP] Introduce swoft (#1567)  * [PHP] Added hyperf framework. (#1573)  * Added hyperf framwork for php.  * Update  * FIxed.  * Fixed .  * Update  * fix(hyperf): Remove extra data that fails composer  * refactor(hyperf): Remove unsed files  * feat(hyperf): Complete test suite  * refactor(hyperf): Clean dockerfile  * Fixed Dockerfile.  * Fixed .  * Fixed api.  * Deleted useless code.  * Delete useless code.  * Optimized code.  * Update server.php  * php(hyperf): Simplify composer manifest  * feat(hyperf): Add under dependabot eyes  * feat(hyperf): Add on CI
2417,the-benchmarker/web-frameworks,d4c91e1ef793e3d37ce3f9b0b5fbe8c17fdd65b9,0, 
2426,thorsten/phpMyFAQ,3896dbd703f8bdf3521b65c4a44be5dc533688a0,1,Fix Travis build on PHP 7.4 and some cleanups
2427,thorsten/phpMyFAQ,bdd828b84548fadcc85b55d7d940d5bd3b052a92,0, 
2448,AKSHAYUBHAT/DeepVideoAnalytics,ac0983a0f71868aebdaf57397bfb01ca84411ab2,1,Start major refactoring of directory structure  to cleanly seperate server from client  tests  experiments  logs and media directory. Also enables easier dev  by avoiding volume inside another volume issue encountered due to media root  being inside the project folder. Fix NGinx  test on Heroku static.  To do:  - Start single machine YOLO training on AWS GPU instances. - Fix LOPQ retrievers  investigate decouping training and use of retrievers  Incorporate YT8M.
2450,AKSHAYUBHAT/DeepVideoAnalytics,4ff7944e04992f66b913ecfb8ad04fe5bbd3328b,1,Directory structure refactor nearly complete  fix travis.  To do:  - Start single machine YOLO training on AWS GPU instances. - Fix LOPQ retrievers  investigate decouping training and use of retrievers  Incorporate YT8M.
2450,AKSHAYUBHAT/DeepVideoAnalytics,4ff7944e04992f66b913ecfb8ad04fe5bbd3328b,1,Directory structure refactor nearly complete  fix travis.  To do:  - Start single machine YOLO training on AWS GPU instances. - Fix LOPQ retrievers  investigate decouping training and use of retrievers  Incorporate YT8M.
2452,Blazemeter/taurus,df0faa38e7dc1c883d44e7b6cf124a88c2db2940,1,Fix/travis/osx (#721)  * fix osx on travis  * fix  * fix version comparison  * add var to matrix  * check status  * add getting of gpg key for rvm upgrading  * install pypi without sudo  * use virtualenv in osx  refactoring  * fix global vars  * check osx directly (without venv)  * pip2 to osx  * fix nose path on osx  * make work with nose simpler  * fix  * another variant...  * another try  * add nosetests to osx  * install coverage  * refactoring  * fix codecov call  check if xvfb has returned  * osx  * fix
2452,Blazemeter/taurus,df0faa38e7dc1c883d44e7b6cf124a88c2db2940,1,Fix/travis/osx (#721)  * fix osx on travis  * fix  * fix version comparison  * add var to matrix  * check status  * add getting of gpg key for rvm upgrading  * install pypi without sudo  * use virtualenv in osx  refactoring  * fix global vars  * check osx directly (without venv)  * pip2 to osx  * fix nose path on osx  * make work with nose simpler  * fix  * another variant...  * another try  * add nosetests to osx  * install coverage  * refactoring  * fix codecov call  check if xvfb has returned  * osx  * fix
2453,Blazemeter/taurus,ec29b05d0d136953199c185ec78a716e8d7f8b33,0, 
2454,DataDog/dd-agent,fd5d1c7319cc4f29a1a2a0081d326e69d88e297d,1,[elastic] update CI ES versions + fix cleanup  Test new ES releases  add new branch 1.6.x. Also not run the kill task in the `before_cache` section so that SKIP_CLEANUP still works for instance.
2455,DataDog/dd-agent,be124183652dcd509577924d5c45c3a85929badb,0, 
2456,DataDog/dd-agent,317ccf8190702c59b67a16787b99ce89bc0762c3,1,[elastic] update CI ES versions + fix cleanup  Test new ES releases  add new branch 1.6.x. Also not run the kill task in the `before_cache` section so that SKIP_CLEANUP still works for instance.
2457,DataDog/dd-agent,a4a559b688eb2525748e675b0bf5b8ee655d2ca9,0, 
2464,HariSekhon/Nagios-Plugins,dd3ab0ff39e367de5769618a79532b1938d78a93,1,fixed missing semicolon for iterating on refactored Travis tests
2465,HariSekhon/Nagios-Plugins,a34da69f0f3348b77ef8034c08d4117183e25bb6,0, 
2468,IdentityPython/pysaml2,239c7a93d649a9dea171102406014a7d5113cf95,1,Fix travis warning  ``` jobs.include.deploy: deprecated key skip_cleanup (not supported in dpl v2  use cleanup) ```  Signed-off-by: Ivan Kanakarakis <ivan.kanak@gmail.com>
2469,IdentityPython/pysaml2,7aeaa27f592bd75279c91d6b1b9649a17564c123,0, 
2470,IdentityPython/pysaml2,344ca995f6f6be2a91ff4dae5a129a72945776fb,1,"Revert ""Fix travis warning""  There seems to be a problem with Travis and the handling of 'skip_cleanup' and 'cleanup'.  > Preparing deploy > > Cleaning up git repository with `git stash --all`. If you need build artifacts for > deployment  set `deploy.skip_cleanup: true`. See > https://docs.travis-ci.com/user/deployment#Uploading-Files-and-skip_cleanup. > > Saved working directory and index state WIP on (no branch): ...  This reverts commit 239c7a93d649a9dea171102406014a7d5113cf95."
2471,IdentityPython/pysaml2,055ff7b3c722364a3d57ad63df4b19247e6287ca,0, 
2512,aio-libs/aiohttp,fa3acc223ef2e5f2aed28f72528a11b5fa752a31,1,Sync Travis CI testing best practices from multidict (#2336)  * Move 3.6-dev and nightly to normal matrix  * Sync default install stage  * Move checks to separate stage  * Sync docs job  * Enable flake8 checks  * Add PyPy 3 job  * Generalize deploy base  * Add OS X test jobs  * Build OS X wheels at deploy stage  * Add missing jobs.include key  * Temporarily allow PyPy test job to fail  * Install ``setup.py check`` requirements  * Fix accidentally lowercased command in docker run  * Drop unnecessary cleanup code from docker runner
2513,aio-libs/aiohttp,969dc5659c98a7556178a9b95cd710be8c6de5dc,0, 
2514,aio-libs/aiohttp,c2884d00a9150bdd1ffe125b7631716ac4d97ec0,1,Sync Travis CI testing best practices from multidict (#2336)  * Move 3.6-dev and nightly to normal matrix  * Sync default install stage  * Move checks to separate stage  * Sync docs job  * Enable flake8 checks  * Add PyPy 3 job  * Generalize deploy base  * Add OS X test jobs  * Build OS X wheels at deploy stage  * Add missing jobs.include key  * Temporarily allow PyPy test job to fail  * Install ``setup.py check`` requirements  * Fix accidentally lowercased command in docker run  * Drop unnecessary cleanup code from docker runner
2515,aio-libs/aiohttp,9f234986aac904124423b6346fc9d735b8a001d6,0, 
2524,amueller/word_cloud,c08b76d295844e36369eaae825ee76713a21a200,1,"ci: Fix wheel upload  appveyor: * Ensure tags are built specifying regular expression * fix PYPI_* env. variables usage  travis: * Ensure tags are built specifying regular expression * Fix deploy-release using twine executable installed in pyenv  scikit-ci: * to improve readability move ""Cleanup"" at the end of the build step * remove unneeded ""setup.y clean"" step  all: * Do not fail with distributions is already uploaded on PyPI * Support tag having "".postN"" prefix"
2525,amueller/word_cloud,5d3cdb5e7be2eb909c546f407b10523a4a8387ee,0, 
2526,ansible/ansible,99646d5dbba3a0117d0d89c6ba1ec78650f3865e,1,fix build and doc cleanups (#2286)
2527,ansible/ansible,ac44058457dd26a9d0d4b631b200b2c60f0a98db,0, 
2538,astropy/astropy,0603ea338245876d18343c52ded8675fc6f8ede8,1,Further cleanup to CI configuration and fixed a typo in the docs
2539,astropy/astropy,2bd893f9319e2f496066f0c156338195a8464086,0, 
2574,celery/kombu,a03530ccf8253f3e53ac03309d235a5288ef793a,1,[v3.0] Add newer Python 3 versions to build matrix (#1111)  * [v3.0] Add newer Python 3 versions to build matrix  For the `3.0` branch  add newer Python versions to the build matrix  up to Python 3.7.  This is motivated by #1100  which backported a fix for the `3.0` branch to work with Python 3.7.  * Remove support for EOL Python versions  * Update AppVeyor configuration  * Avoid using the removepyc.sh file  which is not compatible with Windows/AppVeyor  * Specify PyPy versions for Travis  * Remove unwanted pyenv file  * Set PYTHONUNBUFFERED in Travis  * Refactor getfilesystemencoding patch  * Try casting ascii to str  * Add test to check if ascii codec is registered  * List encoding aliases when ascii codec is not registered  * Revert changes to encoding tests  * Add Python 3.8 to Travis matrix  * Try to use pypy2.7-7.2  * Try pypy2.7-7.2.0 instead  * Revert to pypy2.7-7.1.1
2575,celery/kombu,42494438120219c2d9c7a9c6990c8d0a3e6c91a2,0, 
2600,crossbario/autobahn-python,169a8316193df456a80b88c1cd8949abf6711182,1,fix tox; cleanup
2601,crossbario/autobahn-python,60aa6c6af6b3743ea40da979f487fdc4b0808632,0, 
2602,crossbario/autobahn-python,ca0df71681b1e32f7878af14cb8cb7053ac0b82f,1,fix travis (#908)  * fix travis  * quick finish  * strip down  * cleanup
2603,crossbario/autobahn-python,f029ff58503903f2f9fb2e23486e0a1c43787873,0, 
2622,datawire/ambassador,f7375b2a64f0aacd0596282bef14c25b5a45c6d5,1,Automate a smoke test and deploy-on-tag using Travis CI  (#3)  The smoke test does roughly what the README says to do in Docker. The deploy-on-tag machinery blindly deploys to S3 using whatever tag name you supplied; it deploys the binary for the Docker image  i.e. the stripped Linux binary.  Squashed commits are uninteresting  but here are the messages:  * See what Travis will do * Install Glide * Why is this different? * Install Glide in a different way * Try this * Go back to installing Glide the recommended way * Adjust things some more * Add a dumb smoke test that runs in Docker * Add deployment stuff * Fix travis.yml * Fix typo * Clean up slightly
2623,datawire/ambassador,6c62ac4a05f137a2f3308388e37f514c906d84c8,0, 
2628,deepmipt/DeepPavlov,1bf21eb08c5534dcc403682610ceaf665049f8a2,1,feat: add GPU_only and Slow marks for tests  * feat: add SQuAD dataset reader  * feat: add dataset  preprocessing  config  * feat: add VocabEmbedder for chars and tokens  * feat&fix: add model realization  * feat: add training support  answer postprocessing  * fix: predicted answer extraction from context  * fix: dropout mask  * feat: true_answer is a list of answers now  * merge with dev  * docs: add some docstrings  * refactor: renaming variables  * docs: add README.md  * feat: add support of multiple inputs and outputs in interact mode  * docs: upd README.md  * fix: bugs after merge with dev  * fix: turn on training vocabs  * fix: remove keep_prob multiplier for dropout mask  * fix: add short contexts support  * docs: upd README.md  * feat: chainer returns batch of tuples instead of tuple of batches  * docs: upd squad README.md  * docs: upd squad README.md  * feat: add link to pretrained SQuAD model  * fix: SQuAD model url  * feat: add embeddings downloading and upd config  * feat: add variable scope for optimizer  * refactor: do not override __init__ method for squad_iterator  * fix: ensure that directory exists before saving SquadVocabEmbedder  * style: upd names in config and docs  * chore: remove main.py used for debugging  * docs: upd README.md  * fix: change batch_size to fix possible OOM  * test: add possibility to interact with several input query  * chore: add max_batches to squad config  * docs: upd README.md  * fix(ranking_network): wrap y as np.array  * fix: fix training stop for pytest  * style: add license header  * fix: refactor training stop for pytest  * test: specify pytest_max_batches  * test: add couple of marks for selecting tests  * test: make Travis running only fast tests without GPU
2629,deepmipt/DeepPavlov,5444d181db089ffee8bd7dadd352a101867a8652,0, 
2676,frappe/erpnext,508b3ab8deea1d1994abbc668d41081a44f37a32,1,fix(travis): Refactor .travis.yml
2677,frappe/erpnext,8f1f6a89f1211227cbb2e97468c5d07cef64c90c,0, 
2678,frappe/erpnext,c3c168a70dc2e41eb62793079556c3ba45be535a,1,fix(travis): Restructure build matrix
2679,frappe/erpnext,b5ac3b8a532c2e632760ed4e3017dd300046797a,0, 
2680,frappe/erpnext,f397acc9362d7820798dae4286c8e839fa16f0f8,1,fix(travis): Refactor .travis.yml
2681,frappe/erpnext,3fa112d8a7338d30112be476ea18b6734bc4c0eb,0, 
2682,frappe/erpnext,e0e78fb0e2407e1fcdf16962c6399705acb70a45,1,fix(travis): Restructure build matrix
2683,frappe/erpnext,029de1a244ccad4ad2dc4c51f7815bd6f5361fd8,0, 
2684,frappe/erpnext,7204bcb932bc6f00b6aa041d0d3958f9f509db61,1,fix(travis): Restructure build matrix
2685,frappe/erpnext,14600e6a3e10b1c3f6ad1500a471a482302e01d7,0, 
2686,frappe/frappe,72e266f908eb8197a0d166aecae75c859f69d53f,1,fix(tests): cleanup workflow test and commits
2687,frappe/frappe,77cc95a6737f71644351c480743ed7db4428f067,0, 
2688,frappe/frappe,541f7c016dff060a040be1c1f266bfa4ffae22f0,1,fix(tests): cleanup workflow test and commits
2689,frappe/frappe,72e266f908eb8197a0d166aecae75c859f69d53f,0, 
2690,freedomofpress/securedrop,416b5e2845eeb116c54cf47aa2bad7dab1b5bc6f,1,secure_tempfile: flake8 compliance  The 'unicode' python2 specific keyword is kept and # noqa added to silence the message because fixing bytes/str manipulation to be python2/3 compatible is difficult and goes beyond cosmetic cleanups.
2691,freedomofpress/securedrop,18ba38d6927de303c8760b0e62539c129300b58e,0, 
2698,getnikola/nikola,80154d02474a272e06864c405f92bfb0eef6c7c5,1,Fix #3221 -- remove mentions of tests/README.rst and clean up travis config  Signed-off-by: Chris Warrick <kwpolska@gmail.com>
2699,getnikola/nikola,733cd82df249dcb979f0c14c48727a1e5597312f,0, 
2702,getsentry/sentry,fdf7625b82da7d78ea52edec6f24998ace8a0830,1,fix(commands): Delete old ApiTokens (#12903)  * fix(commands): Delete old ApiTokens  The ApiToken cleanup was deleting tokens immediately  instead of honoring the --days argument to the script.  This was causing integrations to not be able to refresh tokens since they didn't exist when they tried to.  * Fix chromedriver Travis install
2703,getsentry/sentry,6a168d91c988b71bc10be5d1b66b3fa89c32b2f9,0, 
2752,jazzband/django-redis,4893a3566e40169bd1a3b6387f9d53ffce5bbb21,1,Fix merge cleanups causing Travis test failures  * Remove missed references to fakeredis. Remained after merge of #278. * Fixed missed import ordering. Remained after merge of #275.
2753,jazzband/django-redis,81eac0ed219a8240da7e01b64934505c82487be2,0, 
2768,jrnl-org/jrnl,824aac78cfd2efe386a356854a29d4dc92158bce,1,Add support for Python 3.9 and fix 3.9 build (#1054)  * Support Python 3.9 release in build instead of using 3.9 beta * Revert Linux and Mac 3.9 definitions since release versions are not working on either * Run poetry update * Try out Python 3.10 support on all platforms with allow_failures on * Adding c:\Python310 path reference for Python 3.10 Windows build * Clean up unnecessary TOML modification in 3.9 build and always upgrade pyenv in Mac builds * Clean up unnecessary before_install step on Mac and change 3.9-dev->3.9 definition on Linux * Reverting Linux Python version to 3.9-dev so that it will run
2769,jrnl-org/jrnl,2e42d8b59e77e3b03e4e7486cae4c37f35d520a2,0, 
2770,jrnl-org/jrnl,ebba342779197935694ad2a21c40315e45eee800,1,Add support for Python 3.9 and fix 3.9 build (#1054)  * Support Python 3.9 release in build instead of using 3.9 beta * Revert Linux and Mac 3.9 definitions since release versions are not working on either * Run poetry update * Try out Python 3.10 support on all platforms with allow_failures on * Adding c:\Python310 path reference for Python 3.10 Windows build * Clean up unnecessary TOML modification in 3.9 build and always upgrade pyenv in Mac builds * Clean up unnecessary before_install step on Mac and change 3.9-dev->3.9 definition on Linux * Reverting Linux Python version to 3.9-dev so that it will run
2771,jrnl-org/jrnl,169e62f1b0c7c0ba816238824f6ce44da59601e5,0, 
2784,librosa/librosa,446f8ae86832b5b9d095fb714ce2cc82ee1fc533,1,trying the new travis build script  cache detection logic isn't quite there  fix overwriting directory creation  fixing install path in travis script  restructured install script  still fixing the new build script  trying samplerate through apt again  reverting back to old samplerate install  forgot to uncomment a line  forgot to activate source  fixing parse errors in travis  remove previous coverage results in nose  now that we're caching  changed the cache check logic
2785,librosa/librosa,fa2b8348cd0331abdf1368d7c08589d69a084069,0, 
